index,index,Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,mahalanobis,is_outlier,MDS1,MDS2
1078,1078,1079,Arabica,israel eduardo paz garcia,Mexico,peña negra,,"zaragoza itundujia, oaxaca",1405793051,cafeorganico.mx,1450,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,18,1 kg,AMECAFE,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0.15,0,0.0,,1,"September 17th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1450.0,1450.0,1450.0,1.597892338845314,False,1.6176537171790646,1.3979761225574858
1079,1079,1080,Arabica,cadexsa,Honduras,bethel,115,only dry mill,13-63-60,cadexsa,1450,marcala,Jose Omar Acosta,275,69 kg,Instituto Hondureño del Café,2016,"February 3rd, 2016",CADEXSA,,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,80.42,0.1,0,0.0,Green,0,"February 2nd, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0,2.4019710658870017,False,1.5068360966332108,0.8188477759154306
1080,1080,1081,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,,春風咖啡,Taiwan台灣,宸嶧國際,600公尺,南投國姓,曾林春英,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.42,0.14,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,600.0,600.0,600.0,2.1389065401458454,False,1.32695898121085,1.2240317517955144
1081,1081,1082,Arabica,lusso lab,El Salvador,finca la fany,,,NONE,lusso coffee lab,1450m,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",2,2 kg,Specialty Coffee Association,2013,"April 26th, 2014",LUSSO LAB,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.0,0,0.0,Green,1,"April 26th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1450.0,1450.0,1450.0,2.5221002526063194,False,1.2374587877000975,-0.3918614006511749
1082,1082,1083,Arabica,adam ciruli ye,China,alicia's farm,,alicia's farm,CNY,yunnan new century tech inc.,1700,yunnan,Alicia's Farm,1,2 kg,Specialty Coffee Association,2013,"January 17th, 2014",Adam Ciruli Ye,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0.17,0,0.0,Green,14,"January 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1700.0,1700.0,1700.0,2.58787080355772,False,1.570831430397134,1.5917300891600505
1083,1083,1084,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guoxing farm coffee 國姓農場咖啡        ,,guoxing farm coffee 國姓農場咖啡        ,,blossom valley宸嶧國際,600 m,nantou,Huang san lang 黃三郎        ,10,30 kg,"Blossom Valley International
",2013/2014,"December 26th, 2013
","CQI Taiwan ICP CQI台灣合作夥伴
",Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.42,0.11,0,0.0,Green,0,"December 26th, 2014","Blossom Valley International
",09e3c859cac41901d54f4bd36cce80d19c9272f5,94828eb00127a1563ed640ea428f42f3313b182d,m,600.0,600.0,600.0,1.178437188504526,False,1.3616271306739507,0.8801542388106834
1084,1084,1085,Arabica,alfredo bojalil,Mexico,copalita,,amsa oaxaca,1405675414,ecomtrading,1050,pochutla,CARLOS ALBERTO GOMEZ,250,1 kg,AMECAFE,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.1,2,0.0,Green,4,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1050.0,1050.0,1050.0,2.203263093761922,False,1.8688770188353054,0.876394903957967
1085,1085,1086,Arabica,armando luis pohlenz martinez,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,0.12,4,0.0,Green,16,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1550.0,1550.0,1550.0,1.7223610284797006,False,1.562316517631862,1.0424337814887672
1086,1086,1087,Arabica,simon mahinda,Burundi,,601,sogestal mumirwa,027/01/601,sangana commodities k limited,1700,mumirwa,SOGESTAL MUMIRWA,300,60 kg,Kenya Coffee Traders Association,2016,"January 22nd, 2016",SIMON MAHINDA,,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,80.33,0.12,0,0.0,Green,0,"January 21st, 2017",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1700.0,1700.0,1700.0,2.055343173225484,False,1.9263068778845536,1.1469402431097304
1087,1087,1088,Arabica,delfina leon shine,"Tanzania, United Republic Of",delfina farm,,,A053,delfina farm,1700,mkuu rombo,Delfina Leon Shine,10,60 kg,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Delfina Leon Shine,Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,0,0.0,Green,5,"November 15th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700.0,1700.0,1700.0,1.8089467709622666,False,1.653554252779737,1.168138715732973
1088,1088,1089,Arabica,kongoni estate,"Tanzania, United Republic Of",kongoni estate,,kongoni estate,C16,kongoni estate,,arusha,Kongoni Estate,1,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Kongoni Estate,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,0,0.0,Bluish-Green,5,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,,,,1.9300042043768415,False,1.5575309766008671,1.040898981215221
1089,1089,1090,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,tokoffee莊園,,tokoffee莊園,,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.33,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,600.0,600.0,600.0,1.1823378062708336,False,1.457354316813405,0.905616131906789
1090,1090,1091,Arabica,juan luis alvarado romero,Guatemala,la castellana,,beneficio ixchel,11/23/0795,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,0.11,1,0.0,Green,4,"June 6th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,2.6626971406930378,False,1.9122726674295158,1.0534381505892614
1091,1091,1092,Arabica,miguel cortes moreno,Mexico,,,"comunidad de sacún palma, municipio de chilón, chiapas",01-04,estrategias constructivas corzu s.a. de c.v.,940,chilón,ARMANDO GUTIERREZ GUZMAN,10,1 kg,AMECAFE,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,80.33,0.11,0,0.0,Green,21,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,940.0,940.0,940.0,1.5477327839989146,False,1.634623550474013,0.9360173151429771
1092,1092,1093,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2135405,cqi,,kona,,10,100 lbs,Specialty Coffee Association,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,80.33,0.12,5,0.0,Green,7,"February 7th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,3.5007828000576215,False,1.2197295173502625,0.22315739467414797
1093,1093,1094,Arabica,ethiopia commodity exchange,Ethiopia,,,,010/0058,,,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,80.33,0.1,0,0.0,,1,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,,,,3.5252633732423524,False,0.515604436343244,-0.20379917911087528
1094,1094,1095,Arabica,volcafe ltda. - brasil,Brazil,são rafael_ ra/ras certified,2017-003,copag - varginha - mg,002/143-0/0058,volcafe ltda.,995,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,440,59 kg,Brazil Specialty Coffee Association,2017 / 2018,"November 3rd, 2017",Volcafe Ltda. - Brasil,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,80.25,0.11,0,1.0,Green,1,"November 3rd, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,995.0,995.0,995.0,3.044483945302067,False,1.6298700264595534,0.9728940456393166
1095,1095,1096,Arabica,bismarck castro,Honduras,las moras,102,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Yamilet Lope,275,69 kg,Instituto Hondureño del Café,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,80.25,0.1,0,0.0,Green,4,"April 6th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,2.0131032768433323,False,1.5906826135874421,0.8225181195557174
1096,1096,1097,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,cosecha 2015-2016,café don balbino,,cafe don balbino s.c. de r.l. de c.v.,1600,sierra madre occidental,Balbino Ramirez Flores,60,69 kg,Centro Agroecológico del Café A.C.,2016,"April 26th, 2016",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,0.1,0,0.0,Green,2,"April 26th, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1600.0,1600.0,1600.0,1.735280034547264,False,1.7775886747801077,0.8715724082763666
1097,1097,1098,Arabica,bob mccauley,Myanmar,waylead farms,,green beans,,"waylead industrial co, ltd.",3000 ft,"yauk sauk, shan state","Waylead Co, Ltd",2,2 kg,Specialty Coffee Association,2015,"August 27th, 2015",Bob McCauley,Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,80.25,0.11,1,0.0,Green,26,"August 26th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,914.4,914.4,914.4,4.202015097744694,False,1.4571135244669218,0.9461785185048994
1098,1098,1099,Arabica,u htun htun,Myanmar,thein kone,,,unspecified,,4287,ywar ngan,U Htun Htun,1,2 kg,Coffee Quality Institute,2014,"July 17th, 2015",U Htun Htun,Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,80.25,0.0,0,0.0,Green,1,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,m,4287.0,4287.0,4287.0,2.9962062759913546,False,1.3394659308371184,-0.3660127080056977
1099,1099,1100,Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,,"beneficio matagalpa coffee group, s.a.",017/117/018,zeas escobar y compañía limitada,900 m.s.n.m.,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"February 20th, 2015",Gloria Antonieta Escobar Urrutia,Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,80.25,0.11,0,0.0,Green,2,"February 20th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,900.0,900.0,900.0,2.5447956068240747,False,1.8022600107249203,0.947941227835872
1100,1100,1101,Arabica,eileen koyanagi,United States (Hawaii),,,,KPP021114,kona pacific farmers cooperative,,kona,,2,100 lbs,Specialty Coffee Association,2014,"March 3rd, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0.0,Green,13,"March 3rd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,4.216476654977773,False,0.8434245861935941,-0.698958977821762
1101,1101,1102,Arabica,honor dela fuente,Colombia,,,,3,costco wholesale industries,,,,1,2 kg,Specialty Coffee Association,2012,"January 8th, 2014",Honor dela Fuente,Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0.0,Green,0,"January 8th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,4.793799687766749,False,-0.4164102367906493,-2.7461633475828435
1102,1102,1103,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,,weng hui ling 翁惠鈴,,blossom valley宸嶧國際,700 m,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,5,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,80.25,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,700.0,700.0,700.0,2.0490502733490286,False,1.5497727060771385,0.9219807783885986
1103,1103,1104,Arabica,the coffee source inc.,Guatemala,several,,ixchel,11-23-1972,the coffee source inc.,1400,oriente,UNEX,250,1 kg,Specialty Coffee Association,2012,"January 9th, 2013",The Coffee Source Inc.,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,1,0.0,Green,12,"January 9th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0,2.8380220693314158,False,1.9049653295273954,1.0223866536162074
1104,1104,1105,Arabica,saul m. hernandez ramirez,Mexico,mirador,,en coyula,1702801679,,808,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,0.11,2,0.0,,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,808.0,808.0,808.0,3.255661172299491,False,1.7379183543160983,1.0377732300498617
1105,1105,1106,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,Oriental Paris Civet Coffee,yes,,"sunvirtue co., ltd.",1550,dala,"Yeh, Li Chuan",1,2 kg,Specialty Coffee Association,2017,"May 9th, 2017","Sunvirtue Co., Ltd.",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,80.17,0.0,0,0.0,,2,"May 9th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1550.0,1550.0,1550.0,3.282672172206164,False,1.2217406080644246,-1.8218030478514262
1106,1106,1107,Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,,planta procesadora sebaco,017-053-0125,exportadora atlantic s.a,1100 - 1275 mts,jinotega,Sheldom La rue,275,2 kg,Asociación de Cafés Especiales de Nicaragua,2015,"April 24th, 2015","Exportadora Atlantic, S.A.",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,80.17,0.11,0,0.0,,2,"April 23rd, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1100.0,1275.0,1187.5,1.6440213305244389,False,1.901461961265122,1.0092574620159225
1107,1107,1108,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-70,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"January 26th, 2015",CADEXSA,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,0,0.0,Green,0,"January 26th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,1.6719381554665356,False,1.9066845761897184,1.0382423259870135
1108,1108,1109,Arabica,juan luis alvarado romero,Guatemala,el morito,,beneficio ixchel,11/23/1170,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"August 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.17,0.11,0,0.0,Green,2,"August 7th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,1.6519295693736318,False,1.5420647585931937,0.9445544738291102
1109,1109,1110,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",,alcafe s.a. de c.v,1104362940,café katsina,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,AMECAFE,2012,"October 9th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,0.11,0,0.0,Green,2,"October 9th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0,1.6375973960729535,False,1.901350916248266,1.0173547103673077
1110,1110,1111,Arabica,israel eduardo paz garcia,Mexico,el carrizo,,"zaragoza itundujia, oaxaca",1405791535,cafeorganico.mx,1550,zaragoza itundujia,CIRILO JOSE JOSE,15,1 kg,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,80.17,0.14,1,0.0,Green,2,"September 13th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1550.0,1550.0,1550.0,3.4266279367057617,False,1.5986497935994903,-0.10735150921565131
1111,1111,1112,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,,cafes de naranjal s.a. de c.v.,1104367469,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,15,1 kg,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,80.17,0.12,0,0.0,Green,12,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0,1.812036383254133,False,1.4664759389864017,1.0343588573463507
1112,1112,1113,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0582,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"May 24th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0.11,0,0.0,Green,5,"May 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,2.194668153632535,False,1.9063041858455536,1.0545478740461276
1113,1113,1114,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,,,kona,,22,100 lbs,Specialty Coffee Association,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0.0,,1,"September 21st, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,1.9426127255126737,False,0.5071368488775368,-1.5480760065833712
1114,1114,1115,Arabica,brayan cunha souza,Brazil,,BR5691,cafeco 3,002/1352/0226,carmo coffees,1100,mantiqueira de minas,,440,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"November 29th, 2017",Brayan Cunha Souza,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,0.11,0,0.0,Green,5,"November 29th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1100.0,1100.0,1100.0,1.4085527542009635,False,1.7142323285767584,0.9637049778130059
1115,1115,1116,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,,好自在咖啡莊園,Taiwan台灣,宸嶧國際,850公尺,苗栗泰安,簡義榮,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,80.08,0.07,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,850.0,850.0,850.0,2.483437139582959,False,1.5532292460460724,0.5105801106963958
1116,1116,1117,Arabica,honor dela fuente,Nicaragua,,,,17,costco wholesale industries,,,,1,5 lbs,Specialty Coffee Association,2013,"February 25th, 2014",Honor dela Fuente,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,80.08,0.1,0,0.0,Green,4,"February 25th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,1.6000652721487043,False,1.7837971440911597,0.879058941928324
1117,1117,1118,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,,sheng he shang pin coffee 聖荷上品咖啡坊,,blossom valley宸嶧國際,200 m,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,200.0,200.0,200.0,2.152391239378564,False,1.7230578607103273,0.9906698618309314
1118,1118,1119,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,,a shu she coffee 阿束社咖啡莊園,,blossom valley宸嶧國際,150 m,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,150.0,150.0,150.0,1.7457403455063005,False,1.4513858352294444,0.9067258553636527
