Text,Sentimen
Poinnya valid soal pentingnya adaptasi tp rasanya kurang fair klo semua rasa gk betah  depresi dilabeli sbg salah sendiri?. Adaptasi bukan soal kuat atau gak kuat aja tp jug sgt dipengaruhi kondisi mental support system  pengalaman hidup masing2.,Negatif
kalau pasien itu depresi klinis berat mungkin sangat sulit untuk menulis cerita dan menyiapkan pertanyaan atau mencatat. kalau masih bisa menulis itu bagus kalau tidak bisa ya jalani saja. semoga ketemu psikiater atau psikolog yang sabar dan mau menggali.,Negatif
maia itu uda banyak skali mengalami trauma bounding sampe konseling ke psikater loh¦ orang2 yg pernah menjadi korban NPD percayalah akan mengalami depresi anxiety gerd hingga bunir atw meninggoy. Energi kita byk diserap mreka  mental dihajar abis2an. Sy pernah mengalami hal sprti ini perlu wkt yg ga sbntar utk menyembuhkan psikis,Negatif
Tante sy pernah bbrp hari bahkan minggu kyk org depresi pengen loncat bundir gamau pake baju gamau makan selalu terjaga gabisa tidur. Ada yg bilang 'dikerjain' mantan pcr nya ada yg bilang kerasukan kudu kasih sesajen ini itu puluhan 'org pinter' sdh d datangkan gada yg mampu nyembuhin. Puncaknya ngamok2 salah 1 kerabat menyarankan d bw ke rsj karna keluarga sdh kewalahan.,Negatif
2 bulan belakangan ini aku bener-bener ditunjukin berbagai macam masalah rumahtangga sampe rasanya depresi banget udahan. Tapi gong-nya ini bukan masalah rumah tanggaku tapi orang sekitarku. ‘‡?,Negatif
Aku diblokirrrrr sama sobatku. Aku emang jaga jarak sama temen2ku karena lagi down dan depresi jaga jarak biar ga nularin energi kurang nyaman. Tapi akuu ga blokir. Muted biasalah aku jg dimute kayanya. Tp sampai ketauan aku diblokir dalam waktu lama aku cukup tahu aja. Gak papain diri sendiri. Hidup udah beda juga.. masing2 aja deh pada akhirnya º¯¸?,Negatif
Masyaa Allah  Bbrpa Minggu ini yg gw rasain . Ku pikir gw depresi gw pikir gw  penuaan dini alzaimer sampe gw pikir gw dah mau udahan ­­­ .  Tp Krn gw jalanin Puasa tp malah kacau perasaan badan loyo otak ky macet gitu . Duuhh gw perlu insight nya nii Kak ... Gw 45y  belum tau amat kaan buat Tua ‚º?,Negatif
Lucu bermanfaatbutuh saran dan support banyak yg depresi ringan di sini,Negatif
Statement dari dokter. Bukan dari saya. Ibu yang stress ngaruh ke asi. Dan memang saat itu saya depresi parah,Negatif
Be happy yaaa sayang. Stress atau depresi bisa ko dihadapi ada jalan keluarnya. Cari lingkungan yg mendukung yaaa ’ª?,Negatif
Dengan perangai aku yang 'preman' masih untung ga depresi Kalo ngutamain mental health2 an udah jadi odgj Sorry gapernah tuh ngarep warisan/ngerebut apapun Ketakutan banget sih Aku perempuan yang bersyukurnya aku bisa cari DUIT sendiri Kalo itu mau kalian ambil aja sana semua. Cuma itu bukan hak kalian Inget yg kalian ambil haknya itu hak anak yatim ANAK YATIM,Negatif
Sama seperti aku bolak balik masuk IGD disuruh pulang kata dokter gpp cuma kelelahan padahal nyeri dada kiri gemetar jalan sempoyongan mata berkunang... Besok ke igd lagi kambuh lagi nyeri dada di EKG normal besok pindah RS ke igd lagi disuruh cek tiroid ternyata normal... Terakhir dirujuk ke Psikiater ternyata depresi ­,Negatif
ga juga terkadang kita juga ga mau deket pergelangan tangan karena walaupun kita sedang mengalami depresi dan di saat itu memang pengen bundir kita tau kita ga bisa masih sadar dan masih bertahan. makanya kita lakukan di lengan agak atasan biar seenaknya unek' nya keluar ataupun cuman biar mereka merasakan rasa sakit fisikal untuk berbagai orang,Negatif
Itu kemauan Mama aku sendiri. Aku pun begitu kembali bekerja setelah hampir 4 thn mengalami Kondisi depresi  mengakibatkan gangguan kesehatan kembali bekerja diusia menjelang 50 bkn krn suami gak mencukupi tp aku mau tetap berkarya  jd berkat sampai aku kembali pulang. ?,Positif
Orang tua dan Guru tahun 90an belum dapat pencerahan sampai sini makanya banyak anak2 gifted yg malah depresi sejak kanak2 lalu permasalahan mental ini terbawa terus hingga dewasa.,Negatif
Tidak ingat dulu ketika ujian nasional masih sangat ketat banyak siswa depresi bunuh diri? Selain itu siswa tidak fokus belajar tetapi fokus bikin skema contek-menyontek. Bahkan banyak yang tertipu jual beli jawaban.,Negatif
Ka saya ibu dengan 3 anak umur anak per 1 5th ke 2 umur 3th ke 3 masih 1th dengan banyaknya masalah dan tekanan terkadang kita memang mengalami depresi tapi balik lagi ka seseorang ketika kita sudah mulai merasa stres kita banyakin istigfar ka nangis kejer gpp kalau itu bisa mengobati luka dan stres tapi balik lagi yakin kan diri kita kalau kita pasti kuat liat wajah anak anak kita dan berfikir ini anak kita wajib kita rawat dan kita sayangi insya Allah ga ada ka kejadian seperti ini,Negatif
-ga pasrah sama tuhan'. Kalo agama selalu bisa mengatasi gangguan kejiwaan psikolog dan psikiater ga akan ada bang. Kalo hanya dengan 'berserah kepada tuhan' bisa mengatasi semua depresi kurasa kasus bunuh diri ga akan sebanyak ini.,Negatif
Bener. The brightest light casts the darkest shadow. Kadang orang depresi ga tau kapan dan bagaimana harus meminta tolong,Negatif
Meski sedih saat kehilangan orang2 terdekat satu persatu tp ternyata kehilangan Ibu menjadi yg paling berat.. Saya mengira ibu akan selalu ada dirumah untuk saya akn selalu menunggu kepulangan saya setelah berjalan kemana saja.. diluar saya tampak normal dan biasa saja tapi di dalam jiwa saya pelan2 mulai depresi..perubahan saya jg membuat saya berjarak dg banyak hal saya berfikir diri saya butuh waktu utk pulih tp dunia tdk mau tau dg itu. Akhirnya setelah mendadak jd pusat kebencian lanjut,Negatif
Sebelumnya saya minta maaf terlebih dahulu Yg bisa di katakan orang dungu atau botol itu orang yg kena scammer cinta ??? Di rayu sedikit sudah klepek klepek klemer seperti ikan jauh dari air ??? Akhirnya yg di dapat bukan kebahagiaan tapi  depresi stres mengisolasikan diri selalu khawatir /cemas menyalakan diri sendiri....  Sulit loh di sembuhkan klu penyakitnya udh parah...,Positif
Kak aku tiap hari story ig ga pernah kosong. Ada story terus. Itu stress release aku mulai dari story estetik sampe story meme receh. Cuma emang ga pernah sih share hal bijak. pengen juga jd orang misterius yg keliatan estetik gitu. Tapi gabisa batinku ga kuat Aku harus oversharing biar ga depresi,Negatif
2 taun lalu aku setuju statement ini. Apalagi ekonomi kami pas pas an. Tapi tak terduga saya kebobolan dan lahir satu nyawa dari rahim saya. Meski awal kelahiran saya depresi karena bingung dan terlalu banyak suara menggurui. Tapi setelah satu taun berlalu. Aku merasa bersyukur. Hari kelamku sedari kecil kini sirna. Berubah penuh warna. Kutinggalkan semua huru hara masa lalu. Dan alhamdulilah rejeki serta keberuntungan datang bertubi tubi. Masyaallah.,Negatif
Makasiihh.. its just part of my life story. Alhamdulillah sudah jauh membaik bener2 lepas dr depresi. Im so grateful im survived.. im not that strong i just didnt affraid to admit and accept that sometimes im just weak.,Positif
Kirain aku lagi masuk fase depresi. Tp beda dr depresi biasanya ini deep banget.,Negatif
Ikutin dlu aj sis coz klo ud kena nental dibt4 kerja itu bikin depresi berat. Klo mo usaha terlibatlah dan bantu suami mu sebisanya coz awal mulai usaha itu ga mudah dan jangan menyerah,Negatif
Mau pergi sendiri  anak2 sama siapa?gimana masa depan mereka?siapa yang jagain mereka? Mau ajak anak2 berdosa sekaliegois sekali mengajak anak dalam kesusahan kehancuran....Allah ku depresi berat tolong aq mengapa banyak sekali beban ini...ini cobaan atau dosa kenapa mau bangkit terhempas lagi lagi n lagi,Negatif
ga kebayang kalau aku ga belajar agama mungkin depresi yg kurasakan kemaren akan membuat aku sakit lagi kaya dulu pas smp. dulu pernah sakit alasannya sama depresi juga cumanya krn aku belum belajar agama orang tua juga gaada yg pernah ngajarin aku dan mungkin bingung juga sama penyakitku sampai repot nyari2 orang buat ngobatin penyakit itu,Negatif
Menurutku sih selama yg dirasain ada pengaruh dari trauma dan luka batin kak. soalnya dulu pas kuliah sebenernya nyadar ada depresi tapi hanya self diagnosed. Kirain sudah gaada taunya masih ada sampai saat ini krn baru periksa. Jd cemas nya ini dari si depresinya ini.  Iya nih Aku pilih psikoterapi jdnya. Walaupun 2 taun terakhir makin ngerasa terganggu. Ini aja kebantu grgr fitness dan pernah ikutan retret meditasi 10 hari. Tp ku anggap depresi ini sinyal dr badan untuk lbh kenal diri sendiri,Negatif
boleh diskusi dan nanya sm Al tp ttp dievaluasi lagi sm psikiater krna beliau lah yg paling tau kondisi kita jd jgn sampe bilang 'aku kayaknya bipolar deh soalnya aku mood swing bgt kayaknya aku depresi soalnya aku sering sedih' pdhl ga begitu bgt dan seringnya tiap org gejalanya bisa beda2 meskipun sama diagnosisnya.. itulah perlunya kita cek dan kontrol tiap minggu/bulan buat dievaluasi. ngertikan knp dilarang self diagnosis?,Negatif
Diagnosa depresi dan mental illness lainnya harus dengan bantuan psikolog kak agar tepat penanganan dan pengobatannya. Kalo hanya self diagnosed dan menduga depresi you wont get the right help you really needed.,Negatif
Betul.. utk kondisi kondisi non psikotik sepeti trauma atau kecemasan hypnosis termasuk sangat efektif membantu pemulihan dalam waktu relatif singkat kecuali dalam kasus depresi berat. Saya sendiri belum menemukan efektivitasnya kecuali dalam terapi jangka panjang dan berulang.,Negatif
Betul ini. Dia depresi orang depresi gimana bisa kerja bener? Mungkin di luar dia ga keliatan sakit karena udah ga digebukin suaminya tapi dalamnya? Mental ya? Penuhi luka dan trauma gampang ketrigger gampang down.,Negatif
Akun temen yg tiap postingan selalu ttg dirinya yg depresi pdahal suaminya dan ekonominya berkelimpahan dirinya slow living full support dr suami dan kluarga suami.,Negatif
Hi Ka saya bipolar dan anxiety disorder. 6 tahun lalu kena depresi sampai akhirnya saya ke psikiater dan psikolog. Bapak ku meninggal di bulan Des dan aku sama sekali gak berani ngerawat bapak atau ketemu bapak. Aku cemas dan kena serangan panik. Setelah bapak meninggal aku kerja gak kenal waktu .. kaya org normal yang berambisi terbalik dengan kaka yaa. Sampai akhirnya rambut saya rontok parah puasa ramadhan hanya 8 hari karena gerd dan diare parah. Aku stres kebanyakan kerja dan,Negatif
Getoll banget jelekin cewe bang.. utasnya mayoritas ngerendahin cewe depresi apa gimana bang‚,Negatif
Coba tanya baek2 mgkin dia udah lakukan itu semua namun tetep aja bau. Itu penyakit bau ada itu di google. Coba searching dex. Kasihan yax ti ati kalo depresi bisa BUNDIR temenny karna merasa dikucilken. Saran mendingan dia ke dokter kulit aja angkat kelenjar keringat di ketiak.,Negatif
Aah mba... qadarullah menemukan thread ini. Selama ini bertanya2 apakah bisa sembuh sakit ini.. ternyata sudah 10 tahun berlalu dengan segala upaya yg dilakukan memenuhi keinginan kita pun ga menyembuhkan luka ya mba... Saya baru melewatinya 1 tahun..saya jg depresi sampai ke psikiater...tetap bertahan bersama sumber trauma memang berat.,Negatif
Kalau enggak ya ini ibarat meminta mobil yang lagi rusak berat untuk beroperasi. Orang depresi salah satu gejalanya bisa fungsi kognitif yang menurun makanya bisa bikin kesalahan klerikal yang bikin rugi. Gampang lupa juga gejala lainnya. Ya harusnya memang ditangani dulu depresinya.,Negatif
Anak sedang down kecewa dan mungkin depresi bukan waktunya menasehati peluk dan kuatkn hatinya bahwa lain hari masih bs diperbaiki. Kasihan lihatnya,Positif
nah kenapa Tuhan ga bantu orang yg bundir itu? ketika dia mau bundir harusnya bisa dicegah. bisa mendatangkan orang utk menolongnya. ga semua orang dapat kesempatan ditolong orang. Jujurnya sy percaya Tuhan. Tp sy msh belum paham dgn konsep orang depresi dan bundir malah masuk neraka. Sy jg ga mendukung bundir. Tp sy ga suka menghakimi org yg bundir masuk neraka. krn itu hanya menambah beban bagi keluarga yg ditinggalkan dan ybs.,Negatif
Smua lg struggle sm masalah nya masing2 karena memang ekonomi indonesia lg ga baik2 aja. Aku pun gitu skrg malah makin depresi ga ada kerjaan,Positif
Depresi bisa disembuhkan kak dgn antidepressant ADHD itu vonis seumur hidup obat  membantu untuk fokus dan mengurangi impulsivitas. Kalo di case saya obat ADHD sangat membantu karena bisa management anger lbh mudah karena bisa fokus dan ga kesel karena hal sepele,Negatif
Dia lagi kesepian banget mungkin biarin aja ngoceh drpd entar depresi,Negatif
KAK.. Plis aku sama. Kegiatan ngurus anak bikin aku di diagnosa depresi sm psikiater apa lg aku pun kena PHK semakin depresi. Bahkan halusinasi,Negatif
Bang turut berduka atas meninggalnya istri pujaan. Tapi jgn terlalu larut dgn kesedihan yg menbawa pada  depresi. Salah satu obatnya menikah lagi... semoga bertemu dgn pasangan yg bisa membuat mu bahagia lagi. Just give a chance the magic do something good for you. Dont close the door.,Positif
Kingfirman nanti kamu punya anak perempuan lalu anakmu menikah lalu suami anakmu direbut wanita lain. Anakmu nangis2 darah. Bunuh diri depresi karena suaminya direbut orang. Baru lah kamu kingfirman akan memahami kenapa netijen membenci pelakor. SDM rendah kah km king? sengaja kah biar rame?,Negatif
Stress bgt mmg kik brasa ibunya depresi ak jg prnh ngalamin tp gk separahh kmu dn brakhir  d usia 3thn GTM makan lepeh makan lepeh mkan cuman duikit dn hnya mau yg karakter asin biasanya dri mnjelang sbuh smpe mau srpan it gk dikasih susu jdi dia posisi lapar Anakku speechdelay bru bsa ngmong babling d usia 25thn krna slama mpasi it ak ksih tv demi dia MAU makan­,Negatif
Mulai sekarang nge blokir semua orang yang membuat kamu trauma¦ termasuk teman masa SMA mu¦. Lebih baik menghindar dari pada nangis gk kunJung usai setelah liat posting an orang yg membuat mu trauma depresi dan bipolar,Positif
Kak psikolog kalo cuman mau curhat ujung'nya dikasih saran itu ini kayak jurnaling dll.. gak semua psikolog punya kemampuan dengerin yg kita mau sepengalaman aku kecuali pas awal konsul bilang mau curhat dan bilang butuh didengar... karna biasnaya org yg dtg konsul itu mereka udah tau solusinya cuman pengen ada yg denger gituuu... kalo aku kemarin emang udah ada cemas dan depresi juga jadi dirujuk ke psikiater buat konsul dan nebus obat obatnya ada yg mahal dan ada yg gak terlalu mahal,Negatif
Udah brp lama di sna sis? Gw malah sebenernya pengen pindah tp denger cerita temen2 yg tinggal europe pada ga betah jd mikir2 lg. Malah ada yg sampe depresi berat dan akhirnya balik.,Negatif
Aku pernah mengalami itu sebagai istri saat suami punya rejeki yang lancar aku melihat kesombongan dan keegoan suami bahkan peduli ke aku tidak malah banyak nuntut dan seakan tidak mengerti keadaan saat jatuh kenapa malah rasanya ada perang batin ingin bebas lepas tapi pingin bertahan karena anak-anak mulai dari depresi sedikit gila lama2 pulih sendiri mentalnya tanpa bantuan siapapun dan tanpa diceritakan ke siapapun saat jatuh merasakan tidak diberi uang berminggu2 tapi tetap kutahan,Negatif
Kerja 2 tahun kebeli itu. Asal gak makan. Tiap hari diet if sama jalur depresi,Negatif
Pertama selamat datang diri gue di masa depan. Ini gue di masa lalu yang nulis di tanggal dan jam yang sama. Beberapa hal udah dilalui. Manis pahitnya perjuangan udah dirasain. Gak terasa seminggu kurang gue bakal menginjak usia 27 Tahun. Hebat Keren Luar Biasa. Petualangan selama 27 Tahun hidup di dunia ini. Berjibaku setiap harinya selalu mencari makna kata hidup arti kata pulang dan menghayati dalamnya hubungan dengan-Nya. ? Jangan lupa meski depresi sekalipun tetaplah sholat. -cont,Negatif
Aku ikut komen disini ya kak. Td sempet baca Thread itu dan seketika overthinking dan overwhelmed bgt sampe ga bisa tidur 00.30 di tempatku skrg. Anakku 4. Belum di TT tp udah lama sounding2 dr usianya 3 tahunan. Alasanku belum TT karena aku baru pulih dr depresianxiety akhir tahun lalu. Sebelum itu aku dan suami sangat meminimalisir hal2 yg bikin aku stress termasuk soal poop  peep anakku. Karena baca Thread ybs aku jd mikir ¬‡¯¸?,Negatif
Org pada liat anaknya bunmay akur sma muljem itu didikan bunmay nya lho tiap anaknya galau terutama pas safea lahir bpaknya nyerahin anak2nya yg lg galau sakit hati depresi marah2 kena masalah pasti ke ibu kandungnya always. Bunmay bilang ke Al klo dia jg adik kndung kamu baru deh Al mulai bisa nerima. Pas Dul kena tragedy itu awal mula dia akhirnya tinggal sma bunmay jd permintaan dia stlah kena kejadian itu dan skrg dia jd lebih baik gk playboy bandel lagi stlah tinggal sma bunda nya.,Positif
Semakin dewasa manusia akan semakin sering menangis tapa sebab. Menangis tapa sebab juga dikenal dengan sebutan hypophrenia. Beberapa faktor yang bisa menyebabkan kondisi ini meliputi stres kelelahan gangguan cemas depresi dan banyanya emosi yang terpendam di dalam diri seseorang.,Negatif
Belakangan sering banget buka threads baca2 utas banyak org ternyata banyak org yg ngalamin trauma depresi anxiety mental illness sama lah akupun pernah konsultasi cerita ke org terdekat nikmatin sakitnya berdamai sama keadaan dan diri sendiri ga usah disangkal sakitnya nikmati aja sampai sembuh sendirinya walau kadang masih suka 'haaaaaahhhhh' tp bisa kontrol diri sendiri skrg Alhamdulillah salam sehat semua..,Positif
Yg anak pertama pastinya tertekan depresi. Dulu berharap bapaknya berubah setelah mamanya meninggal tp sekarang cenderung milih menyendiri narik diri dr sosial usia mendekati 30 teman2 nya juga sibuk dgn hidup masing2. Sehari hari kerja-pulang aja anak kedua juga sama. Tapi yg anak kedua berusaha buat ga kyk kakaknya dia masih mikir kalau dia sampe depresi juga nanti kakaknya gimana ”,Negatif
Semua hal ini bikin laki gw ngedrop dan untungnya gak depresi.  Salah satu yang bikin laki gw semangat adalah ayam2 yang dirawat sepenuh hati.  Bahkan pelihara ayam2 dan entog2 ini gak mudah entah kena viruslah digigit anjing tetangga sampe meninggoy bahkan kena wabah yg bikin setengah dari peliharaannya meninggoy. Tp laki gw tetap tekun merawat mereka.,Positif
Tahun 2020 saya diberhentikan dr kerjaan yg saya dambakan ketika pandemik  saya didiagnosis depresi moderat. Rasanya berat  gelap banget setiap hari,Negatif
kak jangan permisive sama abusivenya ya. Harus dipikir lagi itu kenapa mandi 2 jam lebih. Itu dia beneran depresi mayor bgt sih kak bener? real butuh pertolongan profesional. Seperti yang banyak orang bilang di komen. Gimana dia mau kerja bener kalo mentalnya dia tu yang harus diperbaiki duluan. Dia tuh sakit kak disehatin dulu baru kualitas hidup dia bisa meningkat,Positif
Dan kebetulan dokterku ini penyintas depresi dia dulu ambil SPKJ untuk nyembuhin diri sendiri dulu. Jadi dia paham obat mana yang berefek samping di tubuh dia sendiri dan tubuh pasiennya. Beliau bener2 bikin kita yang nangis jadi ketawa. Tapi bisa serius juga.,Negatif
Aku nih udah diagnosis depresi. Aku ngrasa aneh pdhl udah sejak kecil…,Negatif
Ketika mental bener bener udh d jatuhkan berkali kali  ngerasa depresi  ketakutan .. Kamu ngerasa bener bener sendiri  kaya udh ga punya semangat tapi tetep berusaha tegarr .. Percaya yuks Allah sebaik baiknya penolong  berusaha bangkit jangan dengerin omongan orang  fokuss beresin masalah yg ada sampe tuntas ’ª?’ª?,Positif
Saat episode depresi gw menyerang dulu gw bertahan hidup dengan rencana2 super receh seperti  besok gw mau cobain mie ayam seberang kost yg baru buka besok muka gw yg ketangkep di kamera mesin parkir kantor harus cakep cuaca cerah seharian biasanya warna langit senja akan bagus jadi mesti gw foto.... Sereceh itu But it works. Semua kerecehan itu bikin gw punya 1 alasan untuk tetap bangun di pagi hari dan bangun dari ranjang. Hang on there sist You're loved.,Negatif
Btw depresi itu ga bisa linier sembuhnya. Pasti ada relaps beberapa waktu kalo lagi ke trigger. Sebenernya kuncinya harus berdamai dengan menerima lukanya. Kalo versiku dengan membahas nya sampe muak. Sampe akhirnya aku ketawain aja itu memorinya wkwk,Negatif
Caranya gmn kak? Aku keknya juga depresi udah kelihatan dari perilaku sehari2. Tapi blm sempat ke psikolog karna waktu,Negatif
dan memang orang yang rata rata mengalami depresi ga selalu mengurung diri.,Negatif
Di bales lah emang aing mah lain turunan maraneh  emang gua bukan turunan kalian  dan yg menyedihkannya itu fakta ‚ gua bukan anak biologis mereka. Yg jadi pertanyaan terus gua harus ngapain ?? Gua terlahir ke dunia suka hewan gua kudu protes ke tuhan gitu ??? Gua aja gak pernah komen apa mereka mau pelihara ini itu atau ngelakuin apapun ini udah sampai limit gua... cape gua mendam semuanya dari kecil... Masih mending gua gak narkoba karena depresi gara kalian....,Negatif
Sampai setahun lalu aku pernah ada di posisi itu. Berusaha reach out tapi g tau harus gimana minta tolongnya. Kadang dapat pertolongan jauh lebih sulit ketimbang memberanikan diri untuk minta pertolongan. Takut dapat respon negatif dari keluarga dekat sendiri krn selama ini tanggapan mereka tentang orang yang depresi itu cuma celaan.. 'Ngapain bundir masalah gitu doang' 'Makanya shalat deketin diri sama Allah 'Masalah g usah diceritain bikin pusing orang lain aja' etc. Turut berduka ya,Negatif
Keiris hati baca ini yg pernah terjebak dalam depresi pasti tau bgt rasanya bahwa sulit utk mengungkapkan apa yg terjadi kepada teman atau keluarga terlebih disaat semuanya dalam situasi bahagia. Ya benar apa yg dikatakan luke teriakan org depresi itu selalu dalam bentuk pesan-pesan tersirat.,Positif
Kalo aku pernah dekatin yg 21 tahun sesuai dgn formula gap cuma itu dia mempermainkan perasaan aku pas depresi kambuh.,Negatif
Ada teman yang ku anggap spesial dan aku gamau kehilangan teman yang berharga untuk ku.. sebisa mungkin aku jaga tapi lama lama aku merasa lelah dengan sikapnya merasa sakit dan takut seperti orang depresi ketika ekspetasiku tak sesuai.. tapi aku tetap gamau melepaskannya karna teman tersebut sangat berarti untukku.. aku mulai mencoba melepaskannya dan berusaha cuek tapi hatiku selalu kacau aku sedih dan takut dan akhirnya nangis.. kemudian rindu lagii,Negatif
Dibilang hidup di sini bikin depresi tanpa menyebut bahwa 4 musim memang butuh adaptasi dan banyak juga dari kami yang sudah berhasil melalui itu dengan support system yang kuat.,Negatif
Hai aku ga kenal kamu. Tapi semangat ya Sy jg sedang berobat ke psikiater krn depresi mixed anxiety  psikosomatis. Peluk online buat kamu,Positif
Sepertinya yang kamu maksud itu bad mood belum sampai depresi.,Negatif
Emmm mungkin tingkat shock dan depresi orang jg beda2 realy ak prihatin atas kesedihan mu mba  tolong move on ya coz time keep move on. Coba nonton vudeo lucu2 dlu mba biar ga da kesempatan buat pikiran kosong,Negatif
Konsentrasi menurun Nilai pelajaran anjlok Risiko depresi dan kecemasan meningkat Tubuh lemas otak lambat,Negatif
Cerita Tarim... Tapi emang ga bisa diem gitu sumpah aku stress bgt klo g ada kerjaan dan selalu mikir apa yg harus aku kerjain lagi y workaholic parah sih sampe suami aku suka complain emang klo aku kerja g ngenal waktu abisnya gmn ya dah kebiasaan dr kecilnya emang dah kerja... Dah nyari duit sendiri... Susah bgt klo kita udah kebiasaan kerja trus disuruh berenti kerja malah jadinya depresi kan...,Negatif
setelah diperiksa saya ga ada masalah apa2 barulah saya dirujuk ke psikiater awalnya suami ga percaya saya sampai disuruh ksana tapi keadaan saya itu malah tambah parah akhirnya saya diperbolehkan berobat karena saya udah ga bisa mengerjakan kerjaan rumah apapun ternyata setelah diperiksa saya kena depresi dan anxiety.. dan itu karena banyak memendam beban yg berat beban pikiran dan emosi.. obatnya tau selain obah dokter saya disuruh cerita kalau ada Masalah dan bikin jurnal,Negatif
Hingga suatu malam anak saya nelpon dan menangis jika anak saya dilarang mengajar fokus di rumah saja sedang anak saya sudah punya jadwal mengajar dan les yang lumayan padat jam mengajarnya hanya dari jam 9 sampe jam 12 dan itupun tidak tiap hari sepekan hanya 4 hari saja. Alasannya anak saya di suruh belajar lagi dengannya nah kali ini disertai dengan pemukulan di beberapa bagian tubuh anak saya. Kami marahlah anak saya seperti orang depresi ketakutan langsung kami jemput,Negatif
itu bukan karena caper tapi beban hati dia lagi berat kupikir selama ga ngeganggu gpp sih.. mungkin orang ga akan ngerasain kalau blm ada di posisi itu.. btw saya ngalamin depresi parahnya 3 tahun ga lepas dari kasur semua badan sakit dan ga ada minat apa2 sampe anak dan rumah ga keurus dan anxietynya bikin saya sesak kepala terasa ribut susah tidur dan cemas terus menerus,Negatif
Mbaak saya juga lulus S2 setelah diancam hampir DO. Pas semester akhir ada yang menyarankan saya ke psikolog karena saya yg dulunua pinter kok kalo berhadapan sama tesis jadi oon ternyata saya saat itu depresi. Setelah kondisi ini saya pahami saya lanjut tesis dulu. Abs lulus baru lanjut terapi. Mungkin ada hal-hal yang suami mba bingung juga gimana menceritakannya akhirnya dia pendam seakan tidak ada yang mengganggunya. Menyusun tesis tuh kompleks sekali dan emang kalo mental ga sehat sulit,Positif
Percayalah. Seperti yang sudah2. Begitu berdamai dia lolos dr jeratan hukum sdh tidak ada lgi ancaman yg bikin dia susah tidur bukannya dia sadar. Nanti di akhir cerita malah ngeles malah playing victim merasa dia yg terdzolimi manusia biasa yg punya khilaf bla bla ke org lain. Sdgkn orgtua/si korban jatuh sejatuh2nya depresi keluarga bubar. Pelaku? Menikmati dunia dg indahnya  tnp tau malu. Mnjdi Penyesalan tiada akhir.,Negatif
Mbak konten ini baru 7 tahun dan ada suami pula. Kebayang kalo dia di posisi aku 16 tahun sendirian gak ada keluarga kasian bisa depresi deh. Gunanya punya banyak teman dan Tuhan ya.,Negatif
beberapa hari belakangan emosiku gak stabil. bener2 uring2an mood swing cenderung seperti depresi tanpa sebab. perasaan campur aduk tapi saat mencapai tengah malam tadi semuanya terasa seperti terkalibrasi ulang kembali settle. napas menjadi lebih ringan lebih relaxº¯¸? welcome my self¨ hope you shine brighter than everº¯¸?,Negatif
Bentuk depresi laki laki mungkin dari segi EKONOMI laki laki tidak bercerita tiba tiba m3mbvnuhh  Buat perempuan/lelaki jangan sampai pasangan kita menjadi depresi lalu membunuh.  Jangan sering marah-marah dan menekan.,Negatif
Kalau liat secara psikologis gak ada psikolog yg berani menilai bahwa Mirna punya kepribadian ganda apalagi depresi manik. dr. Djaja saja sudah bilang tidak ada tanda kematian dgn sianida dan kalau kamu ngulik keluarganya Mirna seperti suami ayahnya dll.  maka kamu akan lebih kaget liat bahasa tubuh mereka yang... ¿ Kebenarannya hanya Tuhan dan dia yg tahu.,Negatif
Org kayak lelaki tua bangka gini banyak yg ngelakuin itu ke odgj nyampe bunting pula dan ini pernah kejadian sama sepupu aku dia kurang sehat mentalnya karena depresi sering kabur'an dan terakhir kaburnya jauh bgt nyampe ke daerah kabupaten pulang' dia hamil  padahal keluarga dia peduli sering cari' kalo kabur diobati pula pokoknya gk ditelantarkan tp karena depresi nya lama susah sembuh akhirnya dia meninggal dgn cara yg naas  dia pas kecil masih sehat temen maen aku malah...,Positif
Aku pernah merasakannya selama SD peringkat 3 teratas terus tp ketika masuk SMP persaingan makin banyak. peringkatku turun trnyata bukan aku yg bodoh emang sainganku pinter2 semua. aku bukan depresi. Melainkan ga semangat belajar lagi. belajar seperti biasa sebetulnya. Sayangnya dulu temen2 hoki dapat kunci jawaban UN. Aku kayanya ga kebagian udahlah andelin kemampuan seadanya.,Positif
Untungnya udah ada diagnosa dari dokter depresi tingkat sedang cuma kadang males ngasih tau karena pernah dianggap ngemis validasi doang kalo aku terdiagnose sama dokter aku beserta dari rumah sakit mana.,Negatif
Parno depresi berat pe rumah muljem dirujak lg mana ad 3 anak ‚ kawin 3x panen hujat 3x,Negatif
Dia pengen bgt denger yg ranking satuhidupnya blangsakbanyak utangsengsarabanyak masalahdepresigila dlll Seneng bgt dapet balesan ulti maksimalwalaupun sy ga merasakan keduanya alias sering ranking tp gak jadi apa2 dan ya sesuai harapan dia yg nanyapdhal hidup manusia bernasib buruk tah ga ditentuin dari ranking pas sekolahkarna yg beneran sukses juga banyakkan banyak faktor yg membersamai waktu hidup seseorang­,Negatif
